name	variety	region	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	tags	sources
Cherries		Vic	yes	yes									yes	yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Cherries		WA	yes	yes							yes	yes	yes	yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Chestnuts		NSW			yes	yes	yes								nut	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Chestnuts		SA			yes	yes	yes	yes	yes	yes					nut	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Chestnuts		Vic			yes	yes	yes		yes	yes					nut	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Chicory		SA			yes	yes	yes	yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Chicory		Tas			yes	yes	yes	yes	yes	yes	yes	be quick			vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Chillies		AU		yes	yes										vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Chillies		NSW									yes	yes	yes		vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Chillies		NT	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Chillies		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Chillies		Tas	yes	yes	yes	yes	be quick				yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Chillies		Vic		yes	yes	yes	yes							yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Chinese cabbage		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Chinese spinach		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Chives		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Chokos		AU	yes	yes								yes	yes	yes	vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Chokos		NSW		yes											vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Chokos		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Choy sum		SA	yes	yes				yes	yes	yes	yes	yes	yes	yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Citron melons		Tas			yes										fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Cocoa		NT	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Coconuts		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Corn		SA	maybe	yes											vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Corn		Tas					frozen							yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Corn		Vic	yes												vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Corn (baby)		Tas	frozen	frozen	frozen	frozen		frozen	frozen	frozen	frozen	frozen	frozen		vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Corn (fresh)		Tas	frozen	frozen	frozen	frozen	be quick								vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Crocodile melons		Tas			yes	yes	be quick								fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Cucumbers		AU	yes	yes	yes							yes	yes	yes	vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Cucumbers		NSW	yes	yes	yes							yes	yes	yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Cucumbers		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Cucumbers		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Cucumbers		Vic	yes	yes	yes	yes	yes						yes	yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Cucumbers		WA	yes	yes							yes	yes	yes	yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Cumquats		NSW								yes					fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Cumquats	Meiwa	Qld						yes	yes	yes	yes				fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Cumquats	Nagami	Qld							yes	yes	yes				fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Cumquats	Variegated	Qld							yes	yes	yes	yes			fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Cumquats		Qld			yes	yes	yes								fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Cumquats		SA				maybe	yes	yes	yes	yes	yes	yes			fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Cumquats		Tas						yes	yes	be quick					fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Cumquats		Vic				yes	yes	yes	yes	yes	yes	yes			fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Currants		AU	yes											yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Currants	Red & White	NSW												yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Currants		Vic	yes											yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Custard apples		NSW				yes	yes	yes	yes						fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Custard apples		Qld			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Custard apples		SA						yes	yes	yes					fruit	https://adelaidecentralmarket.com.au/in-season-winter/
Daikons		AU		yes											vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Daikons		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Daikons		SA						yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Daikons		Vic		yes	yes	yes	yes		yes	yes	yes	yes			vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Dates		NSW			yes	yes	yes	yes	yes						fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Dates		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Dragonfruit		NSW				yes									fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Dragonfruit		NT	yes	yes	yes						yes	yes	yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Dragonfruit		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Durian		NT	yes	yes									yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Edible flowers		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Eggplants		AU	yes	yes	yes	yes	yes							yes	vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Eggplants		NSW	yes	yes	yes	yes	yes							yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Eggplants		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Eggplants		SA			yes	yes	yes	yes	maybe						vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Eggplants		Tas	yes	yes	yes	yes	be quick					yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Eggplants		Vic	yes	yes	yes	yes	yes								vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Eggplants		WA	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Endives		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Eschallots		NSW			yes	yes									vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Eschallots		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Feijoa		SA			yes	yes	yes								fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Feijoa		Tas	yes			yes	yes	yes	yes	be quick				yes	fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Feijoa		Vic				yes									fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Fennel		AU				yes	yes	yes	yes	yes					vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Fennel		NSW				yes	yes	yes	yes	yes	yes	yes			vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Fennel		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Fennel		SA						yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Fennel		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Fennel		Vic						yes				yes			vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Fennel		WA						yes	yes	yes					vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Figs		AU		yes											fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Figs		NSW		yes	yes										fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Figs	Black Genoa	Qld	yes	yes	yes							yes	yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Figs	Brown Turkey	Qld	yes	yes	yes							yes	yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Figs	Purple Vigilante	Qld	yes	yes	yes							yes	yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Figs	White Adriatic	Qld	yes	yes	yes							yes	yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Figs		Qld	yes	yes	yes	yes	yes							yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Figs		SA	maybe	yes	yes	yes	yes								fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Figs		Tas			yes	yes	be quick								fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Figs		Vic		yes	yes	yes	yes								fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Figs		WA	yes	yes	yes	yes	yes							yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Finger limes		NSW			yes	yes									fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Garlic		AU				yes	yes	yes	yes	yes	yes	yes			vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Garlic		NSW									yes	yes			vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Garlic		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Garlic		SA	yes	yes				yes	yes	yes	yes	yes	yes	yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Garlic		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Garlic		Vic	yes	yes	yes								yes	yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Garlic		WA									yes	yes	yes		vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Garlic chives		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Ginger		AU				yes	yes	yes	yes	yes	yes				vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Ginger		NSW					yes								vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Ginger		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Gooseberries		Qld	yes	yes							yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Gooseberries		Tas	yes	be quick										yes	fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Gooseberries		Vic	yes	yes										yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Grapefruit		Alice Springs			yes	yes	yes								fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Grapefruit		AU						yes	yes	yes	yes	yes	yes		fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Grapefruit		NSW						yes	yes	yes	yes	yes	yes		fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Grapefruit		NT		yes	yes	yes									fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Grapefruit		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Grapefruit		SA			yes	maybe		yes	yes	yes	yes	yes	yes		fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Grapefruit		Tas						yes	yes	be quick					fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Grapefruit		Vic						yes	yes	yes	yes			yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Grapefruit		WA						yes	yes	yes	yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Grapes		AU		yes	yes	yes	yes								fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Grapes		NSW	yes	yes	yes	yes	yes							yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Grapes		SA			yes	yes	yes								fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Grapes		Vic		yes	yes	yes	yes								fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Grapes		WA	yes	yes	yes	yes	yes							yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Grapes (green)		Qld	yes	yes							yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Grapes (red)		Qld	yes	yes										yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Greengages		Tas	yes	be quick											fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Guavas		AU		yes											fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Guavas		NSW			yes	yes									fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Guavas		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Guavas		WA			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Hazelnuts		SA						yes	yes	yes					nut	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Hazelnuts		Vic			yes	yes	yes		yes	yes					nut	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Honeydew melons		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Honeydew melons		SA	yes	yes	yes	yes	yes							yes	fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Honeydew melons		WA	yes	yes	yes	yes	yes				yes	yes	yes	yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Horseradish		SA						yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Jackfruit		NT	yes	yes	yes	yes		yes	yes	yes	yes	yes	yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Jerusalem artichokes		NSW						yes	yes	yes					vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Jerusalem artichokes		SA				maybe	yes	yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Jerusalem artichokes		Tas			yes	yes	yes	yes	yes	be quick					vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Jerusalem artichokes		Vic						yes							vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Kale		AU						yes	yes	yes					vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Kale		NSW			yes	yes	yes	yes	yes	yes	yes	yes			vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Kale		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Kale		SA			yes	yes	yes	yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Kale		Vic										yes			vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Kale		WA						yes	yes	yes					vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Kales (baby)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Kales (curly)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Kales (flat)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Kales (purple)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Kiwiberries		Vic				yes									fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Kiwifruit		AU		yes	yes	yes	yes	yes	yes	yes					fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Kiwifruit		NSW			yes	yes	yes	yes	yes	yes					fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Kiwifruit		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Kiwifruit		Vic					yes		yes	yes	yes				fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Kiwifruit		WA			yes	yes	yes	yes	yes	yes					fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Kohlrabi		NSW						yes	yes	yes					vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Kohlrabi		SA	maybe		yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Kohlrabi		Vic		yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Leeks		AU		yes	yes	yes	yes	yes	yes	yes	yes				vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Leeks		NSW				yes	yes	yes	yes	yes					vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Leeks		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Leeks		SA	yes	yes	yes	yes	yes				yes	yes	yes	yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Leeks		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Leeks		Vic		yes	yes	yes	yes	yes	yes	yes	yes	yes			vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Leeks		WA	yes	yes	yes	yes	yes				yes	yes	yes	yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Lemons		AU	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes		yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Lemons		NSW					yes	yes	yes	yes	yes				fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Lemons		NT		yes	yes	yes									fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Lemons		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Lemons		SA						yes	yes	yes	yes	yes	yes		fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Lemons		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Lemons		Vic	yes	yes	yes	yes	yes	yes		yes	yes	yes	yes	yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Lemons		WA			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Lettuces		AU	yes	yes	yes	yes	yes				yes	yes	yes	yes	vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Lettuces		NSW	yes	yes	yes						yes	yes	yes	yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Lettuces		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Lettuces	Cos	SA	maybe	yes											vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Lettuces		Vic	yes	yes	yes	yes			yes	yes	yes	yes	yes	yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Lettuces		WA	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Lettuces (head)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Lettuces (mizuna)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Lettuces (salad mix)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Limes		AU			yes	yes	yes	yes	yes	yes					fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Limes		NSW	yes	yes	yes	yes									fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Limes		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Limes		SA			yes	yes	yes	yes	yes	yes					fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Limes		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Limes		Vic	yes		yes	yes	yes	yes	yes	yes	yes		yes	yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Limes		WA			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Loganberries		Qld	yes	yes										yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Loganberries		Vic	yes	yes											fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Loquats		NSW											yes		fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Loquats	Champagne	Qld									yes	yes	yes		fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Loquats	Nagasakiwase	Qld								yes	yes	yes			fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
